day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
13,15,39.02,24.98,56.77,140,6.90468,NA,0,1008,10,2/13/2013 15:00
13,16,37.94,24.98,59.22,50,3.45234,NA,0,1007,10,2/13/2013 16:00
13,17,37.94,24.98,59.22,60,5.7539,NA,0,1006.1,10,2/13/2013 17:00
13,18,37.94,24.98,59.22,120,3.45234,NA,0,1006.6,10,2/13/2013 18:00
13,19,37.04,26.96,66.6,40,4.60312,NA,0,1006,10,2/13/2013 19:00
13,20,35.96,28.04,72.66,160,3.45234,NA,0,1006.3,9,2/13/2013 20:00
13,21,35.96,28.94,75.39,0,0,NA,0,NA,9,2/13/2013 21:00
13,22,35.96,28.94,75.39,330,3.45234,NA,0,1006,10,2/13/2013 22:00
13,23,35.6,30.02,81.65,350,14.96014,NA,0,NA,7,2/13/2013 23:00
14,0,33.98,30.92,88.42,360,10.35702,NA,0.01,NA,9,2/14/2013 0:00
14,1,33.98,30.92,88.42,360,8.05546,NA,0,1007,9,2/14/2013 1:00
14,2,33.98,32,92.36,350,9.20624,NA,0,1008.3,10,2/14/2013 2:00
14,3,35.06,30.92,84.69,350,9.20624,NA,0,1009.1,10,2/14/2013 3:00
14,4,35.6,30.2,85.24,350,10.35702,NA,0,NA,10,2/14/2013 4:00
14,5,32,28.94,88.32,340,4.60312,NA,0,1010.1,10,2/14/2013 5:00
14,6,33.08,28.94,84.56,320,3.45234,NA,0,1011.6,9,2/14/2013 6:00
14,7,35.06,28.94,78.13,320,8.05546,NA,0,1013.1,10,2/14/2013 7:00
14,8,37.94,26.06,61.94,320,9.20624,NA,0,1013.8,10,2/14/2013 8:00
14,9,39.92,24.98,54.81,350,6.90468,NA,0,1014.4,10,2/14/2013 9:00
14,10,42.08,23,46.41,340,6.90468,NA,0,1014.7,10,2/14/2013 10:00
14,11,44.06,23,43.02,NA,4.60312,NA,0,1014.5,10,2/14/2013 11:00
14,12,44.06,21.02,39.57,220,6.90468,NA,0,1014.2,10,2/14/2013 12:00
14,13,44.06,26.06,48.87,200,12.65858,NA,0,1014.5,10,2/14/2013 13:00
14,14,42.98,26.06,50.94,200,10.35702,NA,0,1014.4,10,2/14/2013 14:00
14,15,42.08,26.96,54.73,180,10.35702,NA,0,1014.7,10,2/14/2013 15:00
14,16,39.92,28.04,62.21,180,11.5078,NA,0,1015.4,10,2/14/2013 16:00
14,17,39.02,30.02,69.86,180,10.35702,NA,0,1015.4,10,2/14/2013 17:00
14,18,39.02,30.92,72.46,180,11.5078,NA,0,1016,10,2/14/2013 18:00
14,19,37.94,33.98,85.49,190,13.80936,NA,0,1015.9,9,2/14/2013 19:00
14,20,37.94,35.06,89.25,210,11.5078,NA,0,1016.3,8,2/14/2013 20:00
14,21,37.04,33.98,88.57,220,8.05546,NA,0,1016.3,8,2/14/2013 21:00
14,22,37.04,33.08,85.43,220,10.35702,NA,0,1016.5,8,2/14/2013 22:00
14,23,35.06,32,88.47,250,6.90468,NA,0,1016.5,8,2/14/2013 23:00
15,0,33.98,30.02,85.24,230,6.90468,NA,0,1016.8,8,2/15/2013 0:00
15,1,33.08,30.02,88.37,230,4.60312,NA,0,1016.9,8,2/15/2013 1:00
15,2,33.98,30.92,88.42,200,5.7539,NA,0,1016.3,7,2/15/2013 2:00
15,3,33.08,30.92,91.66,190,6.90468,NA,0,1016.5,7,2/15/2013 3:00
15,4,33.98,30.92,88.42,210,6.90468,NA,0,1016.6,9,2/15/2013 4:00
15,5,33.98,30.02,85.24,190,5.7539,NA,0,1016.3,8,2/15/2013 5:00
15,6,33.98,30.02,85.24,170,4.60312,NA,0,1016.3,9,2/15/2013 6:00
15,7,37.04,33.08,85.43,230,9.20624,NA,0,1016.9,9,2/15/2013 7:00
15,8,39.92,33.98,79.12,230,10.35702,NA,0,1017.2,8,2/15/2013 8:00
15,9,41,35.06,79.21,200,9.20624,NA,0,1017.2,8,2/15/2013 9:00
15,10,42.98,33.98,70.3,210,9.20624,NA,0,1017.1,8,2/15/2013 10:00
15,11,44.06,35.96,72.98,180,8.05546,NA,0,1016.6,9,2/15/2013 11:00
15,12,46.94,33.98,60.47,180,10.35702,NA,0,1015.6,10,2/15/2013 12:00
15,13,48.02,33.98,58.07,170,9.20624,NA,0,1015,10,2/15/2013 13:00
15,14,48.02,37.94,67.92,180,10.35702,NA,0,1014.3,10,2/15/2013 14:00
15,15,46.04,37.04,70.64,170,10.35702,NA,0,1014.1,10,2/15/2013 15:00
15,16,44.06,35.96,72.98,170,11.5078,NA,0,1014.1,10,2/15/2013 16:00
15,17,42.08,35.96,78.74,170,11.5078,NA,0,1014,10,2/15/2013 17:00
15,18,42.98,35.06,73.39,180,11.5078,19.56326,0,1013.9,10,2/15/2013 18:00
15,19,42.98,35.96,76.06,200,6.90468,NA,0,1013.8,10,2/15/2013 19:00
15,20,41,35.06,79.21,200,5.7539,NA,0,1013.8,10,2/15/2013 20:00
15,21,42.08,37.04,82.17,250,5.7539,NA,0,1013.7,10,2/15/2013 21:00
15,22,46.04,37.04,70.64,300,5.7539,NA,0,1014.2,10,2/15/2013 22:00
15,23,46.04,28.04,49.19,320,12.65858,NA,0,1013.9,10,2/15/2013 23:00
16,0,42.08,30.92,64.35,320,14.96014,NA,0,1014.7,10,2/16/2013 0:00
16,1,39.02,32,75.69,330,16.11092,NA,0,1014.5,10,2/16/2013 1:00
16,2,37.94,33.08,82.46,350,10.35702,NA,0,1014.1,10,2/16/2013 2:00
16,3,35.96,32,85.37,360,11.5078,NA,0,1013.8,10,2/16/2013 3:00
16,4,35.96,32,85.37,10,9.20624,NA,0,1013.7,10,2/16/2013 4:00
16,5,35.06,30.92,84.69,10,12.65858,NA,0,1014.1,10,2/16/2013 5:00
16,6,35.06,30.02,81.65,360,10.35702,NA,0,1014.1,10,2/16/2013 6:00
16,7,35.06,28.04,75.31,30,12.65858,NA,0,1014.3,10,2/16/2013 7:00
16,8,35.06,28.04,75.31,10,13.80936,NA,0,1014.3,10,2/16/2013 8:00
16,9,35.06,28.04,75.31,350,13.80936,NA,0,1014,10,2/16/2013 9:00
16,10,35.96,24.98,64.03,10,13.80936,NA,0,1013.7,10,2/16/2013 10:00
16,11,37.04,24.98,61.35,10,11.5078,NA,0,1013.1,10,2/16/2013 11:00
16,12,39.92,24.08,52.79,350,11.5078,NA,0,1012.6,10,2/16/2013 12:00
16,13,39.02,21.92,49.93,10,9.20624,NA,0,1011.8,10,2/16/2013 13:00
16,14,39.02,21.02,48.07,340,12.65858,NA,0,1010.9,10,2/16/2013 14:00
16,15,37.94,21.02,50.14,350,10.35702,NA,0,1011.2,10,2/16/2013 15:00
16,16,37.04,17.96,45.58,340,18.41248,NA,0,1010.8,10,2/16/2013 16:00
16,17,35.96,17.06,45.76,340,19.56326,NA,0,1010.4,10,2/16/2013 17:00
16,18,35.96,17.96,47.57,350,16.11092,27.61872,0,1010,10,2/16/2013 18:00
16,19,33.98,17.96,51.47,360,14.96014,24.16638,0,1010.1,10,2/16/2013 19:00
16,20,32,19.94,60.66,20,13.80936,NA,0,1009.9,9,2/16/2013 20:00
16,21,32,12.92,44.74,350,19.56326,NA,0,1009.1,10,2/16/2013 21:00
16,22,32,12.92,44.74,350,21.86482,28.7695,0,1007.5,10,2/16/2013 22:00
16,23,30.92,12.92,46.74,350,21.86482,29.92028,0,1006.6,10,2/16/2013 23:00
17,0,30.92,10.94,42.82,350,21.86482,28.7695,0,1005.9,10,2/17/2013 0:00
17,1,30.02,10.04,42.66,340,21.86482,26.46794,0,1005.9,10,2/17/2013 1:00
17,2,28.94,6.98,38.85,350,25.31716,35.67418,0,1005.2,10,2/17/2013 2:00
17,3,28.04,3.92,35.05,350,26.46794,35.67418,0,1005.1,10,2/17/2013 3:00
17,4,28.04,5,36.83,350,23.0156,33.37262,0,1004.7,10,2/17/2013 4:00
17,5,28.04,6.98,40.31,340,21.86482,31.07106,0,1004.8,10,2/17/2013 5:00
17,6,26.96,6.08,40.45,320,21.86482,31.07106,0,1004.5,10,2/17/2013 6:00
17,7,28.04,3.92,35.05,330,21.86482,26.46794,0,1005.1,10,2/17/2013 7:00
17,8,28.04,-0.04,29.16,320,24.16638,31.07106,0,1004.5,10,2/17/2013 8:00
17,9,30.02,-0.94,25.78,320,26.46794,34.5234,0,1004.6,10,2/17/2013 9:00
17,10,30.92,-0.94,24.85,310,25.31716,39.12652,0,1004.9,10,2/17/2013 10:00
17,11,30.92,-2.02,23.62,310,33.37262,43.72964,0,1005.4,10,2/17/2013 11:00
17,12,33.08,-0.94,22.78,310,27.61872,40.2773,0,1005.9,10,2/17/2013 12:00
17,13,33.08,-0.94,22.78,320,27.61872,42.57886,0,1006.1,10,2/17/2013 13:00
17,14,30.92,-2.02,23.62,290,29.92028,41.42808,0,1006.7,10,2/17/2013 14:00
17,15,30.02,-2.92,23.47,300,32.22184,37.97574,0,1007.6,10,2/17/2013 15:00
17,16,28.04,-2.02,26.56,310,29.92028,43.72964,0,1008.6,10,2/17/2013 16:00
17,17,26.06,-0.04,31.64,310,32.22184,44.88042,0,1009.9,10,2/17/2013 17:00
17,18,24.98,-0.94,31.72,300,27.61872,37.97574,0,1011.4,10,2/17/2013 18:00
17,19,23,-0.04,35.95,310,33.37262,40.2773,0,1012.4,10,2/17/2013 19:00
17,20,21.92,-2.02,34.27,300,29.92028,43.72964,0,1013.3,10,2/17/2013 20:00
17,21,19.04,-2.92,37.11,310,32.22184,43.72964,0,1014.5,10,2/17/2013 21:00
17,22,17.96,-2.92,38.87,310,25.31716,34.5234,0,1015.3,10,2/17/2013 22:00
17,23,17.96,-0.94,42.69,290,29.92028,35.67418,0,1016.2,10,2/17/2013 23:00
18,0,19.04,-0.94,40.76,310,23.0156,34.5234,0,1016.6,10,2/18/2013 0:00
18,1,19.04,-0.94,40.76,300,20.71404,35.67418,0,1017,10,2/18/2013 1:00
18,2,19.04,-0.04,42.52,290,24.16638,32.22184,0,1017.7,10,2/18/2013 2:00
18,3,17.96,-0.04,44.54,300,19.56326,35.67418,0,1018.4,10,2/18/2013 3:00
18,4,17.96,-0.04,44.54,310,16.11092,28.7695,0,1019.3,10,2/18/2013 4:00
18,5,17.96,-0.04,44.54,290,23.0156,31.07106,0,1021,10,2/18/2013 5:00
18,6,17.96,1.04,46.85,300,23.0156,31.07106,0,1021.8,10,2/18/2013 6:00
18,7,19.94,1.04,43.04,300,16.11092,25.31716,0,1022.4,10,2/18/2013 7:00
18,8,21.02,1.94,42.87,290,20.71404,28.7695,0,1023.6,10,2/18/2013 8:00
18,9,24.08,1.94,37.68,290,19.56326,24.16638,0,1024.3,10,2/18/2013 9:00
18,10,26.96,1.94,33.44,280,14.96014,20.71404,0,1024.5,10,2/18/2013 10:00
18,11,30.02,1.94,29.5,270,17.2617,NA,0,1024.2,10,2/18/2013 11:00
18,12,32,3.02,28.62,260,17.2617,NA,0,1023.4,10,2/18/2013 12:00
18,13,33.98,1.94,25.14,300,13.80936,24.16638,0,1022.7,10,2/18/2013 13:00
18,14,35.06,1.94,24.08,310,14.96014,NA,0,1022.3,10,2/18/2013 14:00
18,15,35.96,1.94,23.24,280,12.65858,23.0156,0,1022.4,10,2/18/2013 15:00
18,16,35.06,3.92,26.39,270,16.11092,NA,0,1022.8,10,2/18/2013 16:00
18,17,33.08,6.98,32.85,260,12.65858,NA,0,1023,10,2/18/2013 17:00
18,18,32,12.02,43,250,11.5078,NA,0,1023.6,10,2/18/2013 18:00
18,19,32,10.94,40.99,250,11.5078,NA,0,1023.8,10,2/18/2013 19:00
18,20,32,12.92,44.74,250,13.80936,NA,0,1023.9,10,2/18/2013 20:00
18,21,30.92,15.98,53.44,240,8.05546,NA,0,1023.8,10,2/18/2013 21:00
18,22,32,15.08,49.19,220,11.5078,NA,0,1024.1,10,2/18/2013 22:00
18,23,32,15.98,51.15,220,9.20624,NA,0,1023.8,10,2/18/2013 23:00
19,0,32,15.98,51.15,210,9.20624,NA,0,1023.3,10,2/19/2013 0:00
19,1,32,15.98,51.15,210,10.35702,NA,0,1022.8,10,2/19/2013 1:00
19,2,30.92,17.96,58.21,210,10.35702,NA,0,1021.6,10,2/19/2013 2:00
19,3,35.06,23,61.08,210,11.5078,NA,0,1021,10,2/19/2013 3:00
19,4,30.92,23,72.12,230,8.05546,NA,0,1020.9,10,2/19/2013 4:00
19,5,33.98,26.96,75.2,210,9.20624,NA,0,1019.4,10,2/19/2013 5:00
19,6,35.96,26.96,69.51,210,11.5078,NA,0,1019,10,2/19/2013 6:00
19,7,39.92,30.92,69.96,190,13.80936,NA,0,1018.9,10,2/19/2013 7:00
19,8,41,30.92,67.09,190,14.96014,NA,0,1018.1,10,2/19/2013 8:00
19,9,42.08,32,67.22,180,16.11092,NA,0,1017.2,10,2/19/2013 9:00
19,10,44.06,33.08,65.07,170,21.86482,26.46794,0,1016,10,2/19/2013 10:00
19,11,44.96,35.06,68.05,180,20.71404,27.61872,0,1015,10,2/19/2013 11:00
19,12,44.6,35.6,70.48,190,21.86482,29.92028,0,NA,10,2/19/2013 12:00
19,13,42.08,37.94,85.13,180,13.80936,NA,0.02,1012.2,10,2/19/2013 13:00
19,14,42.08,39.02,88.81,180,20.71404,NA,0.01,1010.9,9,2/19/2013 14:00
19,15,42.08,39.92,91.98,170,17.2617,NA,0.03,1008.4,8,2/19/2013 15:00
19,16,42.98,41,92.65,190,21.86482,29.92028,0.01,1007.4,8,2/19/2013 16:00
19,17,42.8,41,93.3,200,19.56326,NA,0.02,NA,7,2/19/2013 17:00
19,18,42.8,41,95.92,220,9.20624,NA,0.02,NA,7,2/19/2013 18:00
19,19,42.8,42.8,100,240,10.35702,NA,0.02,NA,10,2/19/2013 19:00
19,20,44.06,41,93.3,260,18.41248,NA,0,NA,10,2/19/2013 20:00
19,21,44.06,37.94,78.91,270,20.71404,26.46794,0,1005.6,10,2/19/2013 21:00
19,22,42.8,33.8,70.28,280,19.56326,27.61872,0,NA,10,2/19/2013 22:00
19,23,39.02,26.06,59.37,280,21.86482,31.07106,0,1006.6,10,2/19/2013 23:00
20,0,37.04,21.92,53.97,290,24.16638,32.22184,0,1007.1,10,2/20/2013 0:00
20,1,35.96,19.94,51.78,280,18.41248,25.31716,0,1007.2,10,2/20/2013 1:00
20,2,35.06,19.94,53.66,270,16.11092,NA,0,1007.5,10,2/20/2013 2:00
20,3,33.08,19.94,58.08,280,20.71404,28.7695,0,1007.5,10,2/20/2013 3:00
20,4,32,12.92,44.74,280,24.16638,33.37262,0,1008.4,10,2/20/2013 4:00
20,5,30.92,14,49.01,280,19.56326,24.16638,0,1009.1,10,2/20/2013 5:00
20,6,30.92,14,49.01,280,17.2617,29.92028,0,1010,10,2/20/2013 6:00
20,7,30.92,14,49.01,280,25.31716,32.22184,0,1010.8,10,2/20/2013 7:00
20,8,32,10.04,39.38,290,23.0156,28.7695,0,1011.1,10,2/20/2013 8:00
20,9,33.08,8.06,34.5,280,20.71404,31.07106,0,1011.3,10,2/20/2013 9:00
20,10,32,8.06,36.03,280,20.71404,31.07106,0,1011.1,10,2/20/2013 10:00
20,11,30.92,10.94,42.82,270,20.71404,28.7695,0,1010.8,10,2/20/2013 11:00
20,12,33.08,8.96,35.92,280,17.2617,35.67418,0,1010.9,10,2/20/2013 12:00
20,13,32,8.06,36.03,300,21.86482,32.22184,0,1010.7,10,2/20/2013 13:00
20,14,32,8.06,36.03,280,26.46794,35.67418,0,1011.2,10,2/20/2013 14:00
20,15,32,6.08,32.93,280,24.16638,31.07106,0,1011.7,10,2/20/2013 15:00
20,16,30.92,6.98,35.84,280,20.71404,27.61872,0,1012,10,2/20/2013 16:00
20,17,30.02,6.98,37.17,280,21.86482,35.67418,0,1013,10,2/20/2013 17:00
20,18,30.02,8.96,40.65,280,24.16638,31.07106,0,1014,10,2/20/2013 18:00
20,19,28.94,10.94,46.41,300,20.71404,36.82496,0,1013.9,10,2/20/2013 19:00
20,20,28.04,10.94,48.15,290,16.11092,27.61872,0,1014.7,10,2/20/2013 20:00
20,21,26.96,6.98,42.14,300,24.16638,33.37262,0,1014.6,10,2/20/2013 21:00
20,22,26.96,6.08,40.45,300,23.0156,29.92028,0,1015.4,10,2/20/2013 22:00
20,23,26.06,6.98,43.74,300,18.41248,25.31716,0,1015.6,10,2/20/2013 23:00
21,1,24.98,8.06,48.03,300,16.11092,26.46794,0,1015.9,10,2/21/2013 1:00
21,2,24.98,8.96,50.02,290,18.41248,27.61872,0,1015.8,10,2/21/2013 2:00
21,3,24.98,8.06,48.03,300,18.41248,23.0156,0,1015.7,10,2/21/2013 3:00
21,4,24.98,8.96,50.02,300,16.11092,NA,0,1015.9,10,2/21/2013 4:00
21,5,26.06,8.96,47.82,290,14.96014,26.46794,0,1016.4,10,2/21/2013 5:00
21,6,26.06,8.06,45.93,320,21.86482,33.37262,0,1016.6,10,2/21/2013 6:00
21,7,26.96,8.06,44.25,290,17.2617,31.07106,0,1016.8,10,2/21/2013 7:00
21,8,28.04,8.06,42.32,290,23.0156,31.07106,0,1016.2,10,2/21/2013 8:00
21,9,30.92,8.06,37.63,290,27.61872,33.37262,0,1016.3,10,2/21/2013 9:00
21,10,32,8.96,37.52,290,23.0156,34.5234,0,1016.4,10,2/21/2013 10:00
21,11,33.98,10.04,36.37,300,28.7695,37.97574,0,1016.6,10,2/21/2013 11:00
21,12,35.06,10.04,34.84,320,27.61872,36.82496,0,1015.9,10,2/21/2013 12:00
21,13,35.96,10.04,33.61,310,26.46794,31.07106,0,1015.9,10,2/21/2013 13:00
21,14,35.96,10.04,33.61,310,24.16638,31.07106,0,1015.8,10,2/21/2013 14:00
21,15,35.06,10.94,36.26,320,23.0156,NA,0,1016.9,10,2/21/2013 15:00
21,16,33.08,10.04,37.7,320,23.0156,35.67418,0,1018,10,2/21/2013 16:00
21,17,30.92,10.94,42.82,320,21.86482,28.7695,0,1019.1,10,2/21/2013 17:00
21,18,28.94,10.94,46.41,330,24.16638,31.07106,0,1020.2,10,2/21/2013 18:00
21,19,28.04,10.94,48.15,320,18.41248,NA,0,1023.4,10,2/21/2013 19:00
21,20,26.96,10.94,50.34,330,18.41248,25.31716,0,1024.2,10,2/21/2013 20:00
21,21,26.06,10.94,52.25,330,19.56326,NA,0,1024.5,10,2/21/2013 21:00
21,22,26.06,12.02,54.82,350,18.41248,24.16638,0,1024.8,10,2/21/2013 22:00
21,23,26.06,12.92,57.04,360,12.65858,21.86482,0,1025.4,10,2/21/2013 23:00
22,0,26.96,14,57.63,360,16.11092,23.0156,0,1025.2,10,2/22/2013 0:00
22,1,26.96,15.08,60.41,360,16.11092,NA,0,1025.1,10,2/22/2013 1:00
22,2,26.96,15.98,62.83,340,13.80936,23.0156,0,1026,10,2/22/2013 2:00
22,3,26.06,15.98,65.21,360,13.80936,NA,0,1026.5,10,2/22/2013 3:00
22,4,26.96,17.06,65.84,10,10.35702,NA,0,1027.3,10,2/22/2013 4:00
22,5,26.96,17.06,65.84,10,9.20624,NA,0,1028.1,10,2/22/2013 5:00
22,6,26.96,17.06,65.84,10,9.20624,NA,0,1029.2,10,2/22/2013 6:00
22,7,28.04,17.96,65.47,20,9.20624,NA,0,1029.2,10,2/22/2013 7:00
22,8,30.02,17.96,60.38,30,9.20624,NA,0,1029.7,10,2/22/2013 8:00
22,9,30.92,17.96,58.21,20,8.05546,NA,0,1029.4,10,2/22/2013 9:00
22,10,35.06,17.96,49.3,70,11.5078,NA,0,1029.1,10,2/22/2013 10:00
22,11,35.96,19.04,49.83,50,9.20624,NA,0,1028.9,10,2/22/2013 11:00
22,12,37.94,19.04,46.09,0,0,NA,0,1028.1,10,2/22/2013 12:00
22,13,37.94,21.02,50.14,130,6.90468,NA,0,1027.2,10,2/22/2013 13:00
22,14,37.94,23,54.51,140,10.35702,NA,0,1027,10,2/22/2013 14:00
22,15,37.04,23,56.48,110,8.05546,NA,0,1027.2,10,2/22/2013 15:00
22,16,35.96,24.98,64.03,120,8.05546,NA,0,1027.4,10,2/22/2013 16:00
22,17,35.96,26.06,66.97,100,5.7539,NA,0,1027.5,10,2/22/2013 17:00
22,18,35.96,28.04,72.66,110,9.20624,NA,0,NA,10,2/22/2013 18:00
22,19,37.04,28.04,69.63,100,8.05546,NA,0,1027.2,9,2/22/2013 19:00
22,20,37.04,28.94,72.24,100,6.90468,NA,0,1026.9,10,2/22/2013 20:00
22,21,37.04,30.02,75.5,100,9.20624,NA,0,1026.4,10,2/22/2013 21:00
22,22,37.04,30.02,75.5,100,8.05546,NA,0,1026.2,10,2/22/2013 22:00
22,23,37.94,30.92,75.58,110,9.20624,NA,0,1025.3,10,2/22/2013 23:00
23,0,37.94,32,78.96,110,5.7539,NA,0,1025.7,10,2/23/2013 0:00
23,1,37.04,32,81.8,120,11.5078,NA,0,1024.9,10,2/23/2013 1:00
23,2,37.4,33.98,88.57,110,11.5078,NA,0.01,NA,10,2/23/2013 2:00
23,3,37.04,33.98,88.57,100,6.90468,NA,0,1023,10,2/23/2013 3:00
23,4,37.94,33.98,85.49,100,9.20624,NA,0,1022.7,10,2/23/2013 4:00
23,5,37.94,35.06,89.25,90,8.05546,NA,0,1022,5,2/23/2013 5:00
23,6,39.02,35.06,85.55,90,9.20624,NA,0,1021.7,9,2/23/2013 6:00
23,7,39.92,35.96,85.61,100,12.65858,NA,0,1021.3,7,2/23/2013 7:00
23,8,39.92,37.04,89.34,100,11.5078,NA,0,1020.6,7,2/23/2013 8:00
23,9,41,39.02,92.59,100,13.80936,NA,0,NA,7,2/23/2013 9:00
23,10,42.8,39.92,91.98,100,12.65858,NA,0.01,NA,2,2/23/2013 10:00
23,11,42.98,41,92.65,100,11.5078,NA,0.02,1018.1,2,2/23/2013 11:00
23,12,44.06,42.08,92.69,100,13.80936,NA,0.04,1016.8,2,2/23/2013 12:00
23,13,44.06,42.08,92.69,100,14.96014,NA,0.03,1015.5,2.5,2/23/2013 13:00
23,14,42.98,42.08,96.6,90,12.65858,NA,0.05,1014.7,2.5,2/23/2013 14:00
23,15,42.8,39.92,91.98,80,14.96014,NA,0.09,NA,2.5,2/23/2013 15:00
23,16,41,39.02,92.59,60,13.80936,NA,0.07,1014.1,2.5,2/23/2013 16:00
23,17,39.92,37.94,92.56,60,12.65858,NA,0.03,1013.5,5,2/23/2013 17:00
23,18,39.02,35.96,88.66,40,14.96014,NA,0.03,1013.3,4,2/23/2013 18:00
23,19,37.94,35.96,92.49,40,9.20624,NA,0,1012.8,9,2/23/2013 19:00
23,20,37.94,35.06,89.25,50,14.96014,NA,0,1011.5,10,2/23/2013 20:00
23,21,37.04,35.06,92.46,20,13.80936,NA,0,1010.6,10,2/23/2013 21:00
23,22,35.96,35.06,96.49,30,13.80936,NA,0,1009.9,3,2/23/2013 22:00
23,23,37.04,35.06,92.46,20,12.65858,NA,0,1009.2,4,2/23/2013 23:00
24,0,37.04,35.06,92.46,20,10.35702,NA,0,1008.8,4,2/24/2013 0:00
24,1,37.94,35.96,92.49,360,11.5078,NA,0,1009.1,5,2/24/2013 1:00
24,2,37.94,35.06,89.25,360,10.35702,NA,0.01,1008.5,3,2/24/2013 2:00
24,3,37.04,35.96,95.82,330,11.5078,NA,0.01,1008.7,3,2/24/2013 3:00
24,4,37.94,35.6,93.14,360,13.80936,NA,0.01,NA,10,2/24/2013 4:00
24,5,37.4,35.6,93.14,360,13.80936,NA,0,NA,10,2/24/2013 5:00
24,6,37.4,35.6,93.14,360,13.80936,NA,0,NA,10,2/24/2013 6:00
24,7,39.02,35.06,85.55,320,14.96014,NA,0,1008.2,10,2/24/2013 7:00
24,8,39.92,35.96,86.79,350,16.11092,NA,0,NA,10,2/24/2013 8:00
24,9,42.98,37.04,79.38,320,14.96014,NA,0,1008.1,10,2/24/2013 9:00
24,10,44.06,35.96,72.98,320,18.41248,25.31716,0,1007.9,10,2/24/2013 10:00
24,11,44.96,35.06,68.05,310,17.2617,NA,0,1008.2,10,2/24/2013 11:00
24,12,46.4,33.8,61.28,330,16.11092,NA,0,NA,10,2/24/2013 12:00
24,13,46.94,33.08,58.33,340,14.96014,NA,0,1007.3,10,2/24/2013 13:00
24,14,44.96,33.98,65.18,10,8.05546,NA,0,1007.4,10,2/24/2013 14:00
24,15,44.06,26.06,48.87,300,24.16638,32.22184,0,1008.2,10,2/24/2013 15:00
24,16,42.98,24.98,48.7,310,24.16638,33.37262,0,1009.3,10,2/24/2013 16:00
24,17,39.92,24.98,54.81,300,21.86482,28.7695,0,1010.9,10,2/24/2013 17:00
24,18,39.02,21.02,48.07,310,23.0156,31.07106,0,1012,10,2/24/2013 18:00
24,19,37.94,21.02,50.14,320,17.2617,29.92028,0,1013,10,2/24/2013 19:00
24,20,37.04,21.02,51.95,310,23.0156,29.92028,0,1014,10,2/24/2013 20:00
24,21,35.06,19.94,53.66,320,18.41248,27.61872,0,1014.3,10,2/24/2013 21:00
24,22,33.98,19.94,56.02,320,16.11092,25.31716,0,1014.5,10,2/24/2013 22:00
24,23,33.98,19.94,56.02,310,14.96014,NA,0,1014.8,10,2/24/2013 23:00
25,0,33.98,19.94,56.02,310,13.80936,NA,0,1015.7,10,2/25/2013 0:00
25,1,33.98,19.94,56.02,310,11.5078,NA,0,1016.5,10,2/25/2013 1:00
25,2,33.98,19.94,56.02,310,13.80936,NA,0,1016.6,10,2/25/2013 2:00
25,3,33.98,21.02,58.66,330,13.80936,NA,0,1017.1,10,2/25/2013 3:00
25,4,32,21.02,63.51,330,11.5078,NA,0,1017.5,10,2/25/2013 4:00
25,5,33.08,21.92,63.17,310,10.35702,NA,0,1018.1,10,2/25/2013 5:00
25,6,32,21.92,65.97,330,6.90468,NA,0,1018.8,10,2/25/2013 6:00
25,7,35.96,24.08,61.67,340,9.20624,NA,0,1020,10,2/25/2013 7:00
25,8,37.94,24.08,57.04,360,10.35702,NA,0,1020.3,10,2/25/2013 8:00
25,9,41,24.08,50.63,360,9.20624,NA,0,1020.6,10,2/25/2013 9:00
25,10,42.98,24.08,46.91,350,6.90468,18.41248,0,1020.7,10,2/25/2013 10:00
25,11,44.06,23,43.02,360,11.5078,16.11092,0,1020.5,10,2/25/2013 11:00
25,12,46.04,23,39.9,320,8.05546,NA,0,1020.8,10,2/25/2013 12:00
25,13,44.96,21.92,39.72,10,10.35702,NA,0,1020.8,10,2/25/2013 13:00
25,14,44.96,23,41.56,320,5.7539,NA,0,1021.1,10,2/25/2013 14:00
25,15,44.06,23,43.02,10,5.7539,NA,0,1021.3,10,2/25/2013 15:00
25,16,42.98,23,44.83,340,6.90468,NA,0,1021.3,10,2/25/2013 16:00
25,17,42.98,23,44.83,360,9.20624,NA,0,1021.9,10,2/25/2013 17:00
25,18,41,21.92,46.23,350,6.90468,NA,0,1022.9,10,2/25/2013 18:00
25,19,39.92,23,50.46,10,4.60312,NA,0,1023.5,10,2/25/2013 19:00
25,20,41,23,48.39,360,3.45234,NA,0,1023.5,10,2/25/2013 20:00
25,21,39.92,24.98,54.81,350,3.45234,NA,0,1024,10,2/25/2013 21:00
25,22,39.92,24.98,54.81,20,6.90468,NA,0,1024,10,2/25/2013 22:00
25,23,37.04,24.98,61.35,30,5.7539,NA,0,1023.5,10,2/25/2013 23:00
26,0,33.98,24.98,69.28,60,4.60312,NA,0,1023.2,10,2/26/2013 0:00
26,1,35.06,26.06,69.4,10,4.60312,NA,0,1024.6,10,2/26/2013 1:00
26,2,33.08,26.06,75.11,0,0,NA,0,1025,10,2/26/2013 2:00
26,3,33.08,26.96,77.96,10,3.45234,NA,0,1024.3,10,2/26/2013 3:00
26,4,32,26.06,78.45,0,0,NA,0,1024.6,10,2/26/2013 4:00
26,5,33.08,28.04,81.5,20,5.7539,NA,0,1024.2,10,2/26/2013 5:00
